Vendor,Bid Amount,CONT_ID,LEV2_OFFICE_NBR,DESC1,C_O_NBR,CD_DESC,APPR_DT,C_O_AMT,CHNG_DESC,C_O_T
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$5,860,288.16",C15042,5,US 160 PASS LANES MONTE VISTA & ALAMOSA,002,Minor Contract Revision,20121004,$0.00,Added Item Public Information Services,MR
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$5,860,288.16",C15042,5,US 160 PASS LANES MONTE VISTA & ALAMOSA,003,Contract Modification Order,20130423,$0.00,"Revision of Section 109, Asphalt Cement Cost Adjustment",CO
"APC SOUTHERN CONSTRUCTION COMPANY, LLC","$5,860,288.16",C15042,5,US 160 PASS LANES MONTE VISTA & ALAMOSA,004,Contract Modification Order,20130522,"$43,198.02",Removal of Asphalt Mat (Planing),CO
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,027,Contract Modification Order,20100608,"-$12,205.06",Lien On Prime Contractor,CO
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,024,Minor Contract Revision,20100308,$0.00,Added Item (Dollar) Heat Bridge Deck For Waterproofing,MR
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,031,Contract Modification Order,20110303,"$15,726.50",Traffic Control Dispute Resolution Settlement,CO
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,023,Minor Contract Revision,20100308,$0.00,Concrete Slope and Ditch Paving (Price Reduction),MR
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,026,Contract Modification Order,20100315,"-$71,334.65",Lien On Prime Contractor,CO
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,028,Minor Contract Revision,20100909,$0.00,Additional Mobilization,MR
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,025,Contract Modification Order,20100308,"$16,570.64",Added Item (Dollar)/ Rock Drill For Guardrail Posts,CO
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,030,Subcontractor/Supplier Lien-SiteMgr only,20101116,"-$13,928.64",Lien On Prime Contractor,CL
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,029,Minor Contract Revision,20100910,$0.00,Reset Light Standard,MR
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,020,Minor Contract Revision,20100208,$0.00,Steel Sign Support W 6x12,MR
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,021,Minor Contract Revision,20100208,$0.00,Added Item (Dollar) / Conc. Ftg Multi Direction Breakaway,MR
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,022,Minor Contract Revision,20100208,$0.00,Steel Sign Post (W 6x12) (Multi Directional Breakaway),MR
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,018,Contract Modification Order,20100209,"-$2,145.07",Lien On Prime Contractor,CO
SCOTT CONTRACTING INC.,"$5,395,771.45",C15049,1,US 285: DEER CREEK INTERCHANGE,019,Minor Contract Revision,20100208,$0.00,Added Item (Dollar) / Install Metal Flashing,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$17,300,345.31",C15069,2,South of Lamar - South,020,Contract Modification Order,20100616,"$9,433.00",Deck Drains,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$17,300,345.31",C15069,2,South of Lamar - South,019,Contract Modification Order,20100616,"$109,695.00",Profile Grinding,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$17,300,345.31",C15069,2,South of Lamar - South,017,Minor Contract Revision,20100204,$0.00,Replace Survey Monument,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$17,300,345.31",C15069,2,South of Lamar - South,018,Subcontractor/Supplier Lien-SiteMgr only,20100203,"-$144,056.80","Lien, Double D Construction",CL
"TRICON 2, LLC","$2,954,000.00",C15339,5,US160 JACKSON MTN SLIDE REPAIR,002,Contract Modification Order,20101101,"$101,565.78",CMO #02 - Instrumentation and Verification Anchor,CO
"TRICON 2, LLC","$2,954,000.00",C15339,5,US160 JACKSON MTN SLIDE REPAIR,003,Minor Contract Revision,20110419,$0.00,CO #03 - MCR Items through March 2011,MR
"TRICON 2, LLC","$2,954,000.00",C15339,5,US160 JACKSON MTN SLIDE REPAIR,001,Plan Force Account,20100804,"$1,361,099.00",Plan Force Account,FA
"TRICON 2, LLC","$2,954,000.00",C15339,5,US160 JACKSON MTN SLIDE REPAIR,005,Contract Modification Order,20110929,"$401,232.95",CMO #05 - Stabilization and Buttressing (West End),CO
"TRICON 2, LLC","$2,954,000.00",C15339,5,US160 JACKSON MTN SLIDE REPAIR,007,Contract Modification Order,20120525,"$62,860.05","CMO #07 - Modified Deep Patch, Reinforced Fill and Time Ext.",CO
"TRICON 2, LLC","$2,954,000.00",C15339,5,US160 JACKSON MTN SLIDE REPAIR,006,Minor Contract Revision,20120127,"-$2,020.47",CO #06 - MCR Items through November 2011,MR
"TRICON 2, LLC","$2,954,000.00",C15339,5,US160 JACKSON MTN SLIDE REPAIR,004,Contract Modification Order,20110602,"$569,432.78",CMO #04 - Additional Stabilization and Buttressing,CO
"TRICON 2, LLC","$2,954,000.00",C15339,5,US160 JACKSON MTN SLIDE REPAIR,008,Modifications With No CMO/MCR Required,20120525,-$578.66,Price Adjustments (HMA & ABC Cl 6),00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),009,Modifications With No CMO/MCR Required,20130813,"$29,321.60",STOCKPILED DECK PANELS FOR STRs. CB & CG,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),010,Minor Contract Revision,20130821,$0.00,AUGUST 2013 MCR LINE ITEM,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),011,Modifications With No CMO/MCR Required,20130910,-$139.90,PRICE REDUCTION CONC CL D WALL,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),012,Modifications With No CMO/MCR Required,20130926,"-$3,082.62","PRICE REDUCTIONS FOR CATEGORIES 0200, 0325, 0327",00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),014,Contract Modification Order,20131009,$0.00,"CHANGE IN HMA FOR FR RD, MEDIAN X-OVERS, & WBML TIE-IN",CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),018,Contract Modification Order,20140219,$0.00,DEFINITION OF FREE TIME,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),016,Modifications With No CMO/MCR Required,20131121,"$1,106,000.00",MOBILIZATION RELEASE,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),015,Modifications With No CMO/MCR Required,20131021,$885.00,"4"" UNDERDRAINS",00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),017,Contract Modification Order,20140116,"-$630,193.20",CHANGE IN CONSTRUCTION PHASING,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),019,Minor Contract Revision,20140402,$0.00,March 2014 MCR Items,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),020,Modifications With No CMO/MCR Required,20140429,"$6,831.24",PILING CUTOFFS & 1 INCH ELEC CONDUIT,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),013,Minor Contract Revision,20131005,$0.00,SEPTEMBER 2013 MCR LINE ITEMS,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),001,Plan Force Account,20130206,"$1,708,040.00",Plan Force Account,FA
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),002,Modifications With No CMO/MCR Required,20130327,$0.00,OJT 700-70021,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),003,Minor Contract Revision,20130425,$0.00,APRIL 2013 MCR LINE ITEMS,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),004,Contract Modification Order,20130523,$0.00,Asphalt Cement Cost Adjustment Index Change,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),005,Minor Contract Revision,20130606,$0.00,May 2013 MCR LINE ITEMS,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),006,Modifications With No CMO/MCR Required,20130605,"$2,181.60",STEEL PILING CUTOFFS LESS THAN/EQL TO 10 FT sco6,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),008,Modifications With No CMO/MCR Required,20130717,"$56,896.00","STOCKPILE DECK PANELS STRs BB, BW, BY sco8",00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),007,Minor Contract Revision,20130715,$0.00,JUNE 2013 MCR LINE ITEMS,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),027,Minor Contract Revision,20140918,$0.00,SEPTEMBER 2014 MCR ITEMS,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),043,Contract Modification Order,20150804,"$33,774.00",SH 71 Drainage Repairs,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),044,Contract Modification Order,20150804,"$15,000.00",County Road S.5 Drainage Recontstruction and Erosion Repair,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),033,Minor Contract Revision,20141222,$0.00,Dec 2014 MCR,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),037,Minor Contract Revision,20150505,$0.00,APR 2015 MCR ITEMS,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),025,Minor Contract Revision,20140731,$0.00,July 2014 MCR Line Items,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),035,Minor Contract Revision,20150331,$0.00,MARCH 2015 MCR LINE ITEMS,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),024,Modifications With No CMO/MCR Required,20140710,"-$3,140.59",PRICE REDUCTION FOR STR BACKFILL CL 1 CATEGORY 0323,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),032,Modifications With No CMO/MCR Required,20141218,"-$2,712.20",PRICE REDUCTION ASPHALT BINDER,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),029,Contract Modification Order,20141204,"$59,719.20",Erosion Control Repair,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),026,Minor Contract Revision,20140904,$0.00,SEPTEMBER 2014 MCR ITEMS,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),031,Contract Modification Order,20150113,"$58,857.80",CHANGE IN TYPICAL SECTION HOSPITAL RD (CR 27),CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),036,Modifications With No CMO/MCR Required,20150331,"$3,360.00",ADD CONTRACT ITEMS TO OTHER CATEGORIES,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),038,Subcontractor/Supplier Lien-SiteMgr only,20150506,"-$28,731.99",ADD LIEN AJ CONTRACTING,CL
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),039,Modifications With No CMO/MCR Required,20150601,"-$37,008.75",LIEN - BLUE MTN SEEDING,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),023,Modifications With No CMO/MCR Required,20140603,"$12,734.44",Adding contract items to other categories,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),021,Minor Contract Revision,20140507,$0.00,APRIL 2014 MCR ITEMS,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),034,Modifications With No CMO/MCR Required,20150217,$932.95,ADD BID ITEMS TO DIFFERENT CATEGORIES,00
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),030,Minor Contract Revision,20141202,$0.00,DEC 2014 MCR,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),028,Minor Contract Revision,20141020,$0.00,October 2014 MCR,MR
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),022,Contract Modification Order,20140529,"$24,277.20",Steel Piling Price Increase,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),040,Contract Modification Order,20150730,"$127,000.50",POST STORM EROSION REPAIR,CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),042,Contract Modification Order,20150723,"$172,009.00","Seeding, Spray Mulch Blanket, & Soil Cond. Repairs",CO
"CASTLE ROCK CONSTRUCTION COMPANY OF COLORADO, LLC","$37,574,315.54",C15402,4,Ft. Morgan to Brush (Phase III),041,Minor Contract Revision,20150730,$0.00,MINOR CONTRACT REVISION - MAY 2015 MCR ITEM,MR
"COLORADO CONSTRUCTORS, INC.","$2,644,935.55",C15491,5,Mineral Crk Brdg Replacement M-06-K,004,Contract Modification Order,20100804,$0.00,Revision of Section 106 and 250,CO
"COLORADO CONSTRUCTORS, INC.","$2,644,935.55",C15491,5,Mineral Crk Brdg Replacement M-06-K,005,Contract Modification Order,20101020,$0.00,Revision to Project Special - Section 403 Hot Mix Asphalt,CO
"COLORADO CONSTRUCTORS, INC.","$2,644,935.55",C15491,5,Mineral Crk Brdg Replacement M-06-K,006,Minor Contract Revision,20101020,$0.00,Compensation of Concrete Supplier Costs,MR
"COLORADO CONSTRUCTORS, INC.","$2,644,935.55",C15491,5,Mineral Crk Brdg Replacement M-06-K,008,Subcontractor/Supplier Lien-SiteMgr only,20110712,"-$170,206.39","Lien - KW Enterprises, LLC",CL
"COLORADO CONSTRUCTORS, INC.","$2,644,935.55",C15491,5,Mineral Crk Brdg Replacement M-06-K,003,Contract Modification Order,20100804,"-$25,768.00",Full Depth Construction Limits Scope Change,CO
"COLORADO CONSTRUCTORS, INC.","$2,644,935.55",C15491,5,Mineral Crk Brdg Replacement M-06-K,007,Minor Contract Revision,20101020,$0.00,Addition of Structural Concrete Coating,MR
"COLORADO CONSTRUCTORS, INC.","$2,644,935.55",C15491,5,Mineral Crk Brdg Replacement M-06-K,002,Minor Contract Revision,20100804,$0.00,Change Bridge Rail from galvanized to self weathering,MR
"COLORADO CONSTRUCTORS, INC.","$2,644,935.55",C15491,5,Mineral Crk Brdg Replacement M-06-K,009,Contract Modification Order,20110801,"-$29,700.00",Project Completion Date Extension & Liquidated Damages,CO
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$597,126.00",C15494,5,SH145 Trout Lake,002,Contract Modification Order,20120618,$0.00,CO#2 Project Time Extension,CO
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$597,126.00",C15494,5,SH145 Trout Lake,001,Plan Force Account,20110929,"$105,355.00",Plan Force Account,FA
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$597,126.00",C15494,5,SH145 Trout Lake,003,Minor Contract Revision,20120618,$0.00,MCR #03 Additional Trim Blasting,MR
LAWSON CONSTRUCTION CO.,"$14,578,201.75",C15504,5,Doubletree to SH 3,022,Contract Modification Order,20100611,"$14,895.84",CO # 22 - Extra Work for Santa Rita Caisson Drilling,CO
LAWSON CONSTRUCTION CO.,"$14,578,201.75",C15504,5,Doubletree to SH 3,033,TIME EXTENSION,20100625,$0.00,Revision to Contract Time,TE
LAWSON CONSTRUCTION CO.,"$14,578,201.75",C15504,5,Doubletree to SH 3,032,Contract Modification Order,20100611,"$19,070.20",CO #32 Type R Inlet Modifications,CO
LAWSON CONSTRUCTION CO.,"$14,578,201.75",C15504,5,Doubletree to SH 3,034,Modifications With No CMO/MCR Required,20100817,"-$237,405.12",Escrow Account Set Up For Liens,00
LAFARGE NORTH AMERICA INC.,"$3,792,436.35",C15511,4,SH 14 Hatchery to Cameron Pass,008,Contract Modification Order,20100818,$0.00,DBE Payment Reporting,CO
"SEMA CONSTRUCTION, INC.","$3,822,040.00",C15548,4,US 34: UPPER B. THOMPSON BRIDG,005,Contract Modification Order,20100818,"$2,650.00",Soil Retention Blanket and Time Extension,CO
"SEMA CONSTRUCTION, INC.","$3,822,040.00",C15548,4,US 34: UPPER B. THOMPSON BRIDG,006,Contract Modification Order,20100818,"$4,126.00",Project Extension Type II - HMA Overlay,CO
"SEMA CONSTRUCTION, INC.","$3,822,040.00",C15548,4,US 34: UPPER B. THOMPSON BRIDG,007,Minor Contract Revision,20100818,$0.00,Minor Contract Revisions (May 2010),MR
"SEMA CONSTRUCTION, INC.","$3,822,040.00",C15548,4,US 34: UPPER B. THOMPSON BRIDG,008,Modifications With No CMO/MCR Required,20100818,"-$2,985.70",Price Reduction on HMA Binder Ductility,00
"SEMA CONSTRUCTION, INC.","$3,822,040.00",C15548,4,US 34: UPPER B. THOMPSON BRIDG,004,Contract Modification Order,20100615,$0.00,Extend Project Completion Date,CO
"SEMA CONSTRUCTION, INC.","$3,822,040.00",C15548,4,US 34: UPPER B. THOMPSON BRIDG,009,Modifications With No CMO/MCR Required,20101222,"$1,000.00",AC Cost Adjustment,00
"SEMA CONSTRUCTION, INC.","$3,822,040.00",C15548,4,US 34: UPPER B. THOMPSON BRIDG,010,Contract Modification Order,20110112,"$5,000.00",Add Standard Special Provisions,CO
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",042,Minor Contract Revision,20100616,$0.00,MCR Items--May 2010,MR
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",043,Modifications With No CMO/MCR Required,20101202,-$60.00,Overweight Loads (Load Restrictions--Section 105.17),00
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",035,Contract Modification Order,20100107,$0.00,Manhole B5--Underground Stormwater Treatment Facility,CO
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",039,TIME EXTENSION,20100427,$0.00,Time Extension--Planting,TE
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",040,Minor Contract Revision,20100412,$0.00,MCR Items--March 2010,MR
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",036,Minor Contract Revision,20100109,$0.00,MCR Items--December 2009,MR
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",041,Minor Contract Revision,20100517,$0.00,MCR Items--April 2010,MR
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",033,Contract Modification Order,20100109,"$764,421.49",Ramp C Widening,CO
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",038,Minor Contract Revision,20100310,$0.00,MCR Items--February 2010,MR
EDWARD KRAEMER AND SONS INCORPORATED,"$29,407,999.45",C15555,1,"I-25, Douglas Lane to 5th Street",037,Minor Contract Revision,20100205,$0.00,MCR Items--January 2010,MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$21,624,300.00",C15564S,6,I-70 JOINT REPAIRS PHASE 2,021,Minor Contract Revision,20101130,$0.00,Repair/Replacement of Debris Barrier Panels,MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$21,624,300.00",C15564S,6,I-70 JOINT REPAIRS PHASE 2,022,Contract Modification Order,20110421,$0.00,Replacement of Sign Structures,CO
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$21,624,300.00",C15564S,6,I-70 JOINT REPAIRS PHASE 2,017,Contract Modification Order,20100908,$0.00,Striping Material Change,CO
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$21,624,300.00",C15564S,6,I-70 JOINT REPAIRS PHASE 2,014,Modifications With No CMO/MCR Required,20100326,"-$5,000.00",Price Adjustment for Overweight Loads,00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$21,624,300.00",C15564S,6,I-70 JOINT REPAIRS PHASE 2,019,Contract Modification Order,20101022,$0.00,Steel Girder Repairs on Str. E-17-Z,CO
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$21,624,300.00",C15564S,6,I-70 JOINT REPAIRS PHASE 2,018,Contract Modification Order,20100923,$0.00,Bridge Drain Modifications,CO
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$21,624,300.00",C15564S,6,I-70 JOINT REPAIRS PHASE 2,015,Minor Contract Revision,20100826,$0.00,"Gore Modifications at Joint 77, WB",MR
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$21,624,300.00",C15564S,6,I-70 JOINT REPAIRS PHASE 2,016,Modifications With No CMO/MCR Required,20100830,"-$5,150.00",Lane Rental Fees,00
"AMERICAN CIVIL CONSTRUCTORS, LLC. dba ACC Mountain West","$21,624,300.00",C15564S,6,I-70 JOINT REPAIRS PHASE 2,020,Minor Contract Revision,20101109,$0.00,"Diamond Grinding at Joint 54, WB",MR
ZAK DIRT INCORPORATED,"$3,597,791.14",C15575,6,SH 7: S PLATTE RIVER BRIDGE,008,Contract Modification Order,20100504,$0.00,Culvert Fix at STA 13+90,CO
ZAK DIRT INCORPORATED,"$3,597,791.14",C15575,6,SH 7: S PLATTE RIVER BRIDGE,007,Contract Modification Order,20100421,$0.00,Rock Base under McCann Ditch Culvert,CO
